{
NUMLINES=11
FILENAME=testoutput32Bit.tiff
NUMDATLINES=73
Q1=0.0945
QZSTART=0.1
QZSTART=0.15
QZSTART=0.2
QZSTART=0.25
QZSTART=0.3
}
0.0098 442.0465 1.0000 76.4840 1.0000 284.3590 1.0000 1.8590 1.0000 68.2340 1.0000
0.0110 308.6069 1.0000 77.1069 1.0000 263.1694 1.0000 1.8569 1.0000 61.7944 1.0000
0.0122 230.2923 1.0000 77.1673 1.0000 244.3548 1.0000 2.7298 1.0000 59.1673 1.0000
0.0135 178.6652 1.0000 72.7277 1.0000 215.6652 1.0000 2.4152 1.0000 57.1652 1.0000
0.0147 148.0381 1.0000 65.7256 1.0000 193.2256 1.0000 2.6006 1.0000 56.0381 1.0000
0.0159 118.4735 1.0000 65.5985 1.0000 177.0360 1.0000 1.9110 1.0000 54.7235 1.0000
0.0172 96.7839 1.0000 66.4089 1.0000 155.9714 1.0000 1.5964 1.0000 50.7214 1.0000
0.0184 78.8443 1.0000 59.1568 1.0000 139.8443 1.0000 1.9068 1.0000 47.2193 1.0000
0.0196 67.1547 1.0000 57.3422 1.0000 126.4047 1.0000 1.9047 1.0000 44.1547 1.0000
0.0208 56.4651 1.0000 57.9651 1.0000 110.4026 1.0000 1.4026 1.0000 39.8401 1.0000
0.0221 45.7755 1.0000 48.7755 1.0000 95.2130 1.0000 1.5880 1.0000 38.9005 1.0000
0.0233 39.7734 1.0000 47.3359 1.0000 85.7734 1.0000 1.4609 1.0000 34.8359 1.0000
0.0245 32.6463 1.0000 43.3963 1.0000 74.3963 1.0000 1.7088 1.0000 33.2713 1.0000
0.0257 26.8317 1.0000 42.8317 1.0000 67.7067 1.0000 1.0817 1.0000 31.3942 1.0000
0.0270 24.2046 1.0000 37.7046 1.0000 60.2046 1.0000 2.3296 1.0000 28.7046 1.0000
0.0282 22.2650 1.0000 35.4525 1.0000 54.6400 1.0000 2.1400 1.0000 26.3900 1.0000
0.0294 19.8879 1.0000 32.9504 1.0000 47.8254 1.0000 1.7004 1.0000 24.2004 1.0000
0.0307 14.6983 1.0000 30.9483 1.0000 43.8233 1.0000 0.9483 1.0000 20.0108 1.0000
0.0319 16.8212 1.0000 27.9462 1.0000 38.6337 1.0000 2.1337 1.0000 22.0087 1.0000
0.0331 12.0066 1.0000 24.0691 1.0000 34.6941 1.0000 1.3816 1.0000 18.8816 1.0000
0.0343 12.4420 1.0000 22.9420 1.0000 30.5045 1.0000 0.6920 1.0000 18.5045 1.0000
0.0356 11.7525 1.0000 20.8150 1.0000 26.6275 1.0000 1.6275 1.0000 19.0025 1.0000
0.0368 10.0004 1.0000 20.0004 1.0000 23.3129 1.0000 1.1254 1.0000 15.0004 1.0000
0.0380 9.5608 1.0000 20.2483 1.0000 19.9358 1.0000 0.3108 1.0000 14.9358 1.0000
0.0392 8.8712 1.0000 18.5587 1.0000 20.6837 1.0000 0.8712 1.0000 14.6837 1.0000
0.0405 8.6816 1.0000 13.9316 1.0000 15.6816 1.0000 0.1191 1.0000 12.6816 1.0000
0.0417 7.4295 1.0000 15.4295 1.0000 15.5545 1.0000 0.0545 1.0000 10.6170 1.0000
0.0429 6.4899 1.0000 13.7399 1.0000 12.6774 1.0000 0.6774 1.0000 9.1149 1.0000
0.0441 5.8628 1.0000 13.0503 1.0000 14.5503 1.0000 1.4878 1.0000 8.8003 1.0000
0.0454 5.7982 1.0000 12.7982 1.0000 10.5482 1.0000 1.1732 1.0000 9.1732 1.0000
0.0466 6.7961 1.0000 10.3586 1.0000 11.4836 1.0000 0.6086 1.0000 8.6086 1.0000
0.0478 5.9190 1.0000 8.7315 1.0000 11.2940 1.0000 0.4815 1.0000 7.9190 1.0000
0.0491 4.3544 1.0000 10.1669 1.0000 9.0419 1.0000 0.6669 1.0000 8.6044 1.0000
0.0503 5.6023 1.0000 8.1648 1.0000 8.6648 1.0000 0.2273 1.0000 7.6648 1.0000
0.0515 4.9127 1.0000 7.8502 1.0000 7.9127 1.0000 1.0377 1.0000 6.7252 1.0000
0.0527 4.7856 1.0000 8.5981 1.0000 7.4106 1.0000 0.0981 1.0000 5.7856 1.0000
0.0540 5.0335 1.0000 5.6585 1.0000 8.0335 1.0000 0.6585 1.0000 6.5335 1.0000
0.0552 4.5314 1.0000 7.5939 1.0000 5.4689 1.0000 0.3439 1.0000 6.7814 1.0000
0.0564 3.8418 1.0000 7.2793 1.0000 5.5918 1.0000 0.1543 1.0000 5.2793 1.0000
0.0576 4.2772 1.0000 6.1522 1.0000 5.1522 1.0000 0.5897 1.0000 5.2772 1.0000
0.0589 4.0251 1.0000 5.7126 1.0000 6.3376 1.0000 -0.0374 1.0000 4.4626 1.0000
0.0601 3.4605 1.0000 5.2730 1.0000 5.3980 1.0000 0.2730 1.0000 4.3355 1.0000
0.0613 3.3959 1.0000 4.8959 1.0000 4.6459 1.0000 -0.6041 1.0000 3.3334 1.0000
0.0625 3.0188 1.0000 4.6438 1.0000 3.2688 1.0000 0.0188 1.0000 3.3313 1.0000
0.0638 2.8917 1.0000 3.7042 1.0000 4.1417 1.0000 0.2667 1.0000 3.7042 1.0000
0.0650 3.2021 1.0000 3.7646 1.0000 3.7021 1.0000 0.5146 1.0000 4.0146 1.0000
0.0662 3.8875 1.0000 3.2625 1.0000 2.4500 1.0000 0.6375 1.0000 1.4500 1.0000
0.0675 2.9479 1.0000 3.8854 1.0000 3.5729 1.0000 0.0729 1.0000 3.3854 1.0000
0.0687 4.1959 1.0000 3.3209 1.0000 2.4459 1.0000 0.7584 1.0000 2.2584 1.0000
0.0699 2.8188 1.0000 3.5063 1.0000 2.2563 1.0000 0.3188 1.0000 1.8813 1.0000
0.0711 2.9417 1.0000 2.2542 1.0000 2.4417 1.0000 0.6917 1.0000 2.0667 1.0000
0.0724 2.1271 1.0000 3.0021 1.0000 2.4396 1.0000 0.0646 1.0000 2.5021 1.0000
0.0736 3.4375 1.0000 3.5000 1.0000 1.3750 1.0000 -0.2500 1.0000 1.5625 1.0000
0.0748 1.9979 1.0000 1.9354 1.0000 1.7479 1.0000 0.7479 1.0000 2.0604 1.0000
0.0760 2.0583 1.0000 2.2458 1.0000 2.1833 1.0000 0.6833 1.0000 2.3708 1.0000
0.0773 2.4312 1.0000 1.7437 1.0000 2.1187 1.0000 0.4312 1.0000 1.8687 1.0000
0.0785 2.5541 1.0000 2.2416 1.0000 2.0541 1.0000 0.1166 1.0000 1.8666 1.0000
0.0797 2.6770 1.0000 1.3020 1.0000 0.7395 1.0000 -0.1355 1.0000 1.8645 1.0000
