{
NUMLINES=11
FILENAME=testoutput32Bit.tiff
NUMDATLINES=73
Q1=0.0945
QZSTART=0.1
QZSTART=0.15
QZSTART=0.2
QZSTART=0.25
QZSTART=0.3
}
0.0809 1.6124 1.0000 1.2999 1.0000 1.4249 1.0000 0.3624 1.0000 1.9249 1.0000
0.0822 2.2353 1.0000 1.8603 1.0000 2.1728 1.0000 0.6103 1.0000 0.5478 1.0000
0.0834 2.4207 1.0000 1.4207 1.0000 1.0457 1.0000 -0.3918 1.0000 1.2332 1.0000
0.0846 1.2936 1.0000 1.5436 1.0000 0.9186 1.0000 0.3561 1.0000 0.7311 1.0000
0.0859 0.9165 1.0000 1.7915 1.0000 1.6665 1.0000 0.0415 1.0000 1.1665 1.0000
0.0871 2.0394 1.0000 1.6019 1.0000 1.7269 1.0000 0.9769 1.0000 0.9769 1.0000
0.0883 1.2873 1.0000 1.0998 1.0000 1.2873 1.0000 -0.2752 1.0000 0.9748 1.0000
0.0895 1.9727 1.0000 1.6602 1.0000 1.7227 1.0000 -0.1523 1.0000 0.9727 1.0000
0.0908 1.9081 1.0000 0.8456 1.0000 0.7206 1.0000 0.9081 1.0000 0.9081 1.0000
0.0920 2.0935 1.0000 0.3435 1.0000 0.7810 1.0000 -0.0315 1.0000 0.7810 1.0000
0.0932 1.4039 1.0000 0.4664 1.0000 0.3414 1.0000 0.1539 1.0000 0.2789 1.0000
0.0944 1.7143 1.0000 0.5893 1.0000 1.2768 1.0000 0.2768 1.0000 0.4018 1.0000
0.0957 1.0872 1.0000 0.8997 1.0000 1.0872 1.0000 0.2122 1.0000 0.9622 1.0000
0.0969 1.1477 1.0000 1.3977 1.0000 0.8977 1.0000 0.2727 1.0000 1.0227 1.0000
0.0981 1.8331 1.0000 0.8956 1.0000 0.9581 1.0000 0.3331 1.0000 0.3331 1.0000
