{
NUMLINES=10
FILENAME=/var/www/html/mxray/results/users/himberts/no_project_specified/testoutput32Bit.tiff
NUMDATLINES=73
Q1=0.0945
QZSTART=0.29
QZSTART=0.31
QZSTART=0.33
QZSTART=0.35
}
0.0098 115.5773 1.0000 45.0148 1.0000 28.8898 1.0000 24.4523 1.0000
0.0110 109.3912 1.0000 43.6412 1.0000 29.6412 1.0000 21.9537 1.0000
0.0123 99.2676 1.0000 44.3926 1.0000 27.7676 1.0000 21.0801 1.0000
0.0135 91.3315 1.0000 42.4565 1.0000 25.7690 1.0000 20.3315 1.0000
0.0147 82.2079 1.0000 40.2704 1.0000 27.8329 1.0000 17.9579 1.0000
0.0160 75.0218 1.0000 39.7718 1.0000 23.6468 1.0000 17.7093 1.0000
0.0172 63.9607 1.0000 38.3357 1.0000 25.1482 1.0000 19.2732 1.0000
0.0184 59.2121 1.0000 36.1496 1.0000 24.2746 1.0000 15.5246 1.0000
0.0196 54.3385 1.0000 35.2135 1.0000 23.4010 1.0000 15.9635 1.0000
0.0209 46.5899 1.0000 33.1524 1.0000 22.4649 1.0000 16.9649 1.0000
0.0221 43.5913 1.0000 30.5913 1.0000 21.3413 1.0000 14.2163 1.0000
0.0233 39.2177 1.0000 31.3427 1.0000 22.0302 1.0000 15.5302 1.0000
0.0245 33.7191 1.0000 26.7191 1.0000 20.6566 1.0000 13.8441 1.0000
0.0258 30.2205 1.0000 24.8455 1.0000 20.9705 1.0000 13.6580 1.0000
0.0270 27.7219 1.0000 25.3469 1.0000 17.9094 1.0000 14.3469 1.0000
0.0282 25.2858 1.0000 23.9108 1.0000 17.4733 1.0000 11.6608 1.0000
0.0294 25.2247 1.0000 24.2872 1.0000 16.5997 1.0000 10.9747 1.0000
0.0307 19.8510 1.0000 21.6010 1.0000 17.2885 1.0000 10.4760 1.0000
0.0319 19.9149 1.0000 19.6649 1.0000 15.5399 1.0000 8.6024 1.0000
0.0331 15.2913 1.0000 20.5413 1.0000 15.6663 1.0000 9.7288 1.0000
0.0344 14.4802 1.0000 18.2927 1.0000 15.0427 1.0000 10.8552 1.0000
0.0356 15.1691 1.0000 16.6691 1.0000 12.6066 1.0000 8.7941 1.0000
0.0368 11.9205 1.0000 15.7955 1.0000 12.6080 1.0000 8.5455 1.0000
0.0380 12.3594 1.0000 15.4844 1.0000 11.9844 1.0000 7.2969 1.0000
0.0393 10.9858 1.0000 13.9233 1.0000 9.3608 1.0000 7.9233 1.0000
0.0405 11.0497 1.0000 12.9872 1.0000 10.0497 1.0000 7.7997 1.0000
0.0417 10.4261 1.0000 11.8636 1.0000 10.4261 1.0000 5.8636 1.0000
0.0429 8.7400 1.0000 10.2400 1.0000 8.8025 1.0000 7.5525 1.0000
0.0442 8.4289 1.0000 11.7414 1.0000 11.3039 1.0000 6.2414 1.0000
0.0454 8.2428 1.0000 9.9928 1.0000 9.3053 1.0000 4.7428 1.0000
0.0466 7.1817 1.0000 9.7442 1.0000 8.8692 1.0000 6.4317 1.0000
0.0479 6.0581 1.0000 9.0581 1.0000 7.4331 1.0000 4.4331 1.0000
0.0491 4.5595 1.0000 6.4345 1.0000 6.4345 1.0000 4.5595 1.0000
0.0503 6.1859 1.0000 8.1859 1.0000 5.7484 1.0000 3.9984 1.0000
0.0515 4.4373 1.0000 7.2498 1.0000 7.8123 1.0000 4.4998 1.0000
0.0528 5.8762 1.0000 5.2512 1.0000 7.1262 1.0000 4.5012 1.0000
0.0540 3.8151 1.0000 6.1901 1.0000 6.0026 1.0000 4.6276 1.0000
0.0552 3.8165 1.0000 6.0040 1.0000 4.8165 1.0000 4.8790 1.0000
0.0564 3.5679 1.0000 3.8804 1.0000 4.4429 1.0000 3.6929 1.0000
0.0577 4.1942 1.0000 4.9442 1.0000 4.9442 1.0000 3.3817 1.0000
0.0589 3.8831 1.0000 5.4456 1.0000 4.4456 1.0000 2.7581 1.0000
0.0601 4.5095 1.0000 4.6970 1.0000 3.8845 1.0000 2.3220 1.0000
0.0613 3.0734 1.0000 3.8859 1.0000 4.9484 1.0000 2.3234 1.0000
0.0626 2.7623 1.0000 4.5123 1.0000 4.0123 1.0000 2.8873 1.0000
0.0638 1.9512 1.0000 3.5762 1.0000 4.0762 1.0000 1.5762 1.0000
0.0650 2.6401 1.0000 4.8276 1.0000 2.8901 1.0000 1.7651 1.0000
0.0663 2.6415 1.0000 3.7040 1.0000 1.8290 1.0000 1.9540 1.0000
0.0675 2.2054 1.0000 4.2054 1.0000 2.5179 1.0000 3.0804 1.0000
0.0687 1.2693 1.0000 2.5818 1.0000 3.3318 1.0000 2.0193 1.0000
0.0699 1.5207 1.0000 3.6457 1.0000 4.0207 1.0000 1.5832 1.0000
0.0712 2.7721 1.0000 3.4596 1.0000 3.0221 1.0000 1.1471 1.0000
0.0724 1.8360 1.0000 3.3360 1.0000 2.6485 1.0000 1.7735 1.0000
0.0736 1.8374 1.0000 2.7124 1.0000 1.3999 1.0000 1.9624 1.0000
0.0748 1.5888 1.0000 2.0263 1.0000 2.6513 1.0000 1.0263 1.0000
0.0761 1.0902 1.0000 2.9027 1.0000 1.8402 1.0000 1.9027 1.0000
0.0773 1.4041 1.0000 1.8416 1.0000 2.4666 1.0000 1.7166 1.0000
0.0785 1.2805 1.0000 1.2805 1.0000 1.9680 1.0000 0.7805 1.0000
0.0797 1.6569 1.0000 1.9694 1.0000 2.3444 1.0000 1.1569 1.0000
0.0810 0.9708 1.0000 1.4083 1.0000 1.7208 1.0000 1.1583 1.0000
0.0822 1.9096 1.0000 1.2846 1.0000 1.7221 1.0000 1.3471 1.0000
0.0834 1.5985 1.0000 1.4735 1.0000 2.0360 1.0000 1.0360 1.0000
0.0846 1.3499 1.0000 2.0374 1.0000 1.8499 1.0000 0.9749 1.0000
0.0859 2.2263 1.0000 2.5388 1.0000 2.6013 1.0000 0.6013 1.0000
0.0871 1.2277 1.0000 1.2277 1.0000 1.0402 1.0000 0.9777 1.0000
0.0883 0.5416 1.0000 1.2916 1.0000 1.6041 1.0000 0.6041 1.0000
0.0896 0.4180 1.0000 1.6680 1.0000 1.6055 1.0000 1.5430 1.0000
0.0908 1.2944 1.0000 1.1694 1.0000 0.9194 1.0000 0.6694 1.0000
0.0920 1.0458 1.0000 1.8583 1.0000 1.4833 1.0000 0.6083 1.0000
0.0932 1.1722 1.0000 1.1722 1.0000 1.3597 1.0000 0.9222 1.0000
0.0945 0.4861 1.0000 0.7986 1.0000 1.0486 1.0000 0.2986 1.0000
0.0957 0.1750 1.0000 1.4875 1.0000 0.4875 1.0000 1.0500 1.0000
0.0969 1.3639 1.0000 1.3014 1.0000 1.8014 1.0000 0.0514 1.0000
0.0981 0.3653 1.0000 1.9278 1.0000 0.4903 1.0000 1.2403 1.0000
