{
NUMLINES=8
FILENAME=testoutput32Bit.tiff
NUMDATLINES=73
Q1=0.0945
QZSTART=0.3
QZSTART=0.35
}
0.0098 65.2216 1.0000 25.8466 1.0000
0.0110 62.7216 1.0000 20.7216 1.0000
0.0122 59.4716 1.0000 21.7216 1.0000
0.0135 58.3466 1.0000 19.3466 1.0000
0.0147 58.8466 1.0000 19.0966 1.0000
0.0159 57.5966 1.0000 18.9716 1.0000
0.0172 52.5966 1.0000 19.4716 1.0000
0.0184 49.2216 1.0000 16.8466 1.0000
0.0196 45.4716 1.0000 17.2216 1.0000
0.0208 40.5966 1.0000 16.3466 1.0000
0.0221 39.4716 1.0000 14.9716 1.0000
0.0233 33.9716 1.0000 14.7216 1.0000
0.0245 36.4716 1.0000 14.8466 1.0000
0.0257 31.5966 1.0000 14.3466 1.0000
0.0270 29.4716 1.0000 15.0966 1.0000
0.0282 27.3466 1.0000 12.9716 1.0000
0.0294 25.2216 1.0000 10.9716 1.0000
0.0307 19.9716 1.0000 11.7216 1.0000
0.0319 22.4717 1.0000 8.3467 1.0000
0.0331 18.3467 1.0000 9.5967 1.0000
0.0343 19.5967 1.0000 11.7217 1.0000
0.0356 20.4717 1.0000 9.3467 1.0000
0.0368 15.0967 1.0000 9.0967 1.0000
0.0380 15.8467 1.0000 7.7217 1.0000
0.0392 14.7217 1.0000 8.5967 1.0000
0.0405 13.8467 1.0000 8.4717 1.0000
0.0417 11.3467 1.0000 7.2217 1.0000
0.0429 8.7217 1.0000 7.7217 1.0000
0.0441 8.8467 1.0000 7.7217 1.0000
0.0454 9.2217 1.0000 5.9717 1.0000
0.0466 8.5967 1.0000 6.7217 1.0000
0.0478 8.3467 1.0000 4.7217 1.0000
0.0491 9.0967 1.0000 5.2217 1.0000
0.0503 8.7217 1.0000 4.3467 1.0000
0.0515 6.0967 1.0000 4.5967 1.0000
0.0527 6.0967 1.0000 5.0967 1.0000
0.0540 6.5967 1.0000 6.0967 1.0000
0.0552 7.0967 1.0000 4.9717 1.0000
0.0564 6.2217 1.0000 3.7217 1.0000
0.0576 4.8467 1.0000 4.4717 1.0000
0.0589 5.7217 1.0000 4.0967 1.0000
0.0601 6.0967 1.0000 2.8467 1.0000
0.0613 3.7217 1.0000 2.8467 1.0000
0.0625 4.0967 1.0000 3.7217 1.0000
0.0638 5.3467 1.0000 1.8467 1.0000
0.0650 4.4717 1.0000 2.7217 1.0000
0.0662 1.7217 1.0000 1.5967 1.0000
0.0675 3.9717 1.0000 3.8467 1.0000
0.0687 2.7217 1.0000 2.8467 1.0000
0.0699 2.3467 1.0000 2.8467 1.0000
0.0711 1.9717 1.0000 1.7217 1.0000
0.0724 2.9717 1.0000 1.8467 1.0000
0.0736 2.2217 1.0000 1.9717 1.0000
0.0748 2.5967 1.0000 1.3467 1.0000
0.0760 2.7217 1.0000 2.2217 1.0000
0.0773 2.4717 1.0000 1.4717 1.0000
0.0785 3.3467 1.0000 1.3467 1.0000
0.0797 2.0967 1.0000 1.5967 1.0000
0.0809 2.3467 1.0000 1.7217 1.0000
0.0822 1.0967 1.0000 1.9717 1.0000
0.0834 2.7217 1.0000 1.0967 1.0000
0.0846 0.9717 1.0000 1.5967 1.0000
0.0859 1.8467 1.0000 0.9717 1.0000
0.0871 1.2217 1.0000 1.2217 1.0000
0.0883 1.8467 1.0000 0.2217 1.0000
0.0895 1.7217 1.0000 2.0967 1.0000
0.0908 1.5967 1.0000 0.7217 1.0000
0.0920 0.8467 1.0000 1.4717 1.0000
0.0932 -0.0283 1.0000 1.0967 1.0000
0.0944 1.3467 1.0000 0.3467 1.0000
0.0957 1.3467 1.0000 1.8467 1.0000
0.0969 1.3467 1.0000 0.0967 1.0000
0.0981 1.2217 1.0000 1.9717 1.0000
